71, Self-emp-not-inc, 116815, 11th, 7, Divorced, ?, Husband, White, Female, 2174, 0, 23, United-States, <=50K
42, Self-emp-not-inc, 270910, Masters, 14, Married-civ-spouse, ?, Husband, White, Male, 5013, 0, 51, United-States, >50K
67, Private, 240629, HS-grad, 9, Never-married, ?, Own-child, Black, Female, 0, 0, 58, Mexico, <=50K
68, Private, 42594, Masters, 14, Divorced, Exec-managerial, Husband, Black, Male, 0, 0, 54, Mexico, >50K
28, Self-emp-not-inc, 147177, 11th, 7, Never-married, Craft-repair, Husband, Black, Male, 0, 0, 8, Mexico, <=50K
76, Self-emp-not-inc, 22082, 11th, 7, Never-married, ?, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 61, Mexico, >50K
73, ?, 240114, Masters, 14, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male, 5013, 0, 42, Mexico, >50K
69, ?, 120591, Bachelors, 13, Never-married, Craft-repair, Not-in-family, White, Female, 2174, 0, 34, ?, <=50K
67, ?, 246532, HS-grad, 9, Divorced, Exec-managerial, Own-child, Asian-Pac-Islander, Female, 5013, 0, 20, Mexico, >50K
33, ?, 190922, HS-grad, 9, Married-civ-spouse, ?, Wife, Black, Female, 0, 0, 22, United-States, <=50K
57, ?, 134863, HS-grad, 9, Never-married, Exec-managerial, Wife, Asian-Pac-Islander, Male, 0, 0, 67, Mexico, <=50K
63, Private, 214107, 11th, 7, Never-married, Tech-support, Husband, White, Female, 0, 0, 61, ?, <=50K
34, ?, 159482, HS-grad, 9, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female, 0, 0, 32, United-States, <=50K
65, ?, 260768, Masters, 14, Divorced, Tech-support, Own-child, White, Male, 5013, 0, 49, United-States, <=50K
50, Self-emp-not-inc, 174161, 11th, 7, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 0, 37, ?, <=50K
51, Private, 82381, HS-grad, 9, Married-civ-spouse, Tech-support, Not-in-family, White, Male, 0, 0, 59, United-States, >50K
78, Private, 50471, HS-grad, 9, Never-married, Craft-repair, Not-in-family, Black, Male, 0, 0, 22, ?, <=50K
72, Self-emp-not-inc, 232309, HS-grad, 9, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 10, United-States, <=50K
23, Self-emp-not-inc, 283020, Bachelors, 13, Married-civ-spouse, Tech-support, Own-child, White, Female, 0, 0, 44, Mexico, <=50K
58, Local-gov, 191135, HS-grad, 9, Married-civ-spouse, ?, Own-child, Black, Female, 0, 0, 48, ?, <=50K
27, Private, 207188, 11th, 7, Married-civ-spouse, Tech-support, Wife, Asian-Pac-Islander, Female, 2174, 0, 18, ?, <=50K
31, Private, 188625, 11th, 7, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male, 2174, 0, 48, Mexico, <=50K
76, Private, 39640, Masters, 14, Divorced, Exec-managerial, Husband, Black, Male, 2174, 1902, 20, United-States, <=50K
58, Self-emp-not-inc, 259364, 11th, 7, Divorced, Exec-managerial, Wife, White, Female, 2174, 1902, 42, Mexico, <=50K
71, ?, 32379, Masters, 14, Never-married, ?, Wife, Asian-Pac-Islander, Female, 0, 0, 31, United-States, <=50K
56, Local-gov, 201356, HS-grad, 9, Divorced, Craft-repair, Own-child, Black, Female, 2174, 0, 70, ?, <=50K
73, Private, 122948, 11th, 7, Divorced, Tech-support, Husband, White, Male, 2174, 0, 43, Mexico, <=50K
57, Local-gov, 30218, 11th, 7, Married-civ-spouse, ?, Husband, Black, Male, 2174, 0, 52, ?, <=50K
23, Local-gov, 39514, Bachelors, 13, Divorced, ?, Not-in-family, Asian-Pac-Islander, Female, 5013, 0, 58, Mexico, <=50K
75, Private, 185745, 11th, 7, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female, 5013, 0, 14, United-States, <=50K
49, Private, 149225, 11th, 7, Divorced, ?, Husband, Asian-Pac-Islander, Male, 5013, 1902, 60, Mexico, >50K
38, ?, 154683, Bachelors, 13, Divorced, Exec-managerial, Husband, White, Male, 0, 1902, 31, Mexico, <=50K
78, ?, 158196, Bachelors, 13, Divorced, Tech-support, Own-child, White, Male, 2174, 0, 7, United-States, <=50K
63, Self-emp-not-inc, 203927, Masters, 14, Married-civ-spouse, Tech-support, Not-in-family, White, Male, 2174, 1902, 48, United-States, >50K
17, Local-gov, 189748, HS-grad, 9, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female, 0, 0, 51, United-States, <=50K
68, ?, 82187, Masters, 14, Married-civ-spouse, Tech-support, Own-child, Black, Female, 2174, 0, 18, Mexico, <=50K
17, ?, 153344, 11th, 7, Divorced, Tech-support, Own-child, White, Male, 0, 0, 36, Mexico, >50K
69, Self-emp-not-inc, 132098, Bachelors, 13, Divorced, Exec-managerial, Own-child, Black, Male, 5013, 0, 11, United-States, <=50K
46, ?, 282906, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, Black, Female, 0, 0, 34, United-States, >50K
31, Self-emp-not-inc, 170951, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Female, 5013, 1902, 44, Mexico, <=50K
56, ?, 252702, Bachelors, 13, Divorced, Craft-repair, Husband, White, Female, 0, 0, 12, United-States, <=50K
36, Private, 143899, HS-grad, 9, Never-married, ?, Own-child, Asian-Pac-Islander, Female, 0, 0, 19, United-States, <=50K
30, ?, 191818, 11th, 7, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female, 5013, 1902, 36, Mexico, <=50K
29, Local-gov, 183204, 11th, 7, Divorced, Tech-support, Husband, Black, Female, 0, 0, 10, Mexico, <=50K
74, Self-emp-not-inc, 164925, Bachelors, 13, Divorced, ?, Not-in-family, Black, Male, 5013, 0, 19, United-States, <=50K
67, Private, 115725, Masters, 14, Never-married, ?, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 7, ?, <=50K
24, Private, 178787, 11th, 7, Never-married, Tech-support, Not-in-family, Black, Male, 0, 0, 33, Mexico, <=50K
50, Self-emp-not-inc, 61713, Masters, 14, Married-civ-spouse, Tech-support, Wife, White, Female, 0, 0, 12, ?, <=50K
20, Local-gov, 96162, Masters, 14, Divorced, Craft-repair, Wife, Black, Male, 0, 0, 55, United-States, <=50K
48, Self-emp-not-inc, 35361, Masters, 14, Divorced, Exec-managerial, Wife, Asian-Pac-Islander, Female, 2174, 0, 57, ?, <=50K
25, Local-gov, 78120, HS-grad, 9, Never-married, Craft-repair, Not-in-family, Black, Female, 5013, 1902, 34, United-States, <=50K
47, Private, 292587, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 65, Mexico, <=50K
78, Private, 50825, HS-grad, 9, Divorced, Tech-support, Husband, Asian-Pac-Islander, Male, 2174, 0, 12, ?, <=50K
76, Local-gov, 293569, 11th, 7, Divorced, Tech-support, Own-child, White, Female, 5013, 1902, 5, ?, <=50K
49, Self-emp-not-inc, 62107, Masters, 14, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female, 2174, 0, 11, United-States, >50K
52, Self-emp-not-inc, 202923, HS-grad, 9, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Female, 0, 0, 17, Mexico, <=50K
66, Local-gov, 292766, Bachelors, 13, Never-married, Craft-repair, Not-in-family, White, Female, 0, 0, 34, ?, <=50K
61, Self-emp-not-inc, 145794, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 41, Mexico, <=50K
39, Local-gov, 210148, 11th, 7, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 10, United-States, <=50K
59, Local-gov, 170934, 11th, 7, Never-married, Exec-managerial, Own-child, Black, Female, 0, 1902, 23, United-States, <=50K
40, Local-gov, 52311, HS-grad, 9, Married-civ-spouse, Tech-support, Husband, Black, Female, 5013, 0, 70, Mexico, <=50K
63, Local-gov, 124837, 11th, 7, Never-married, Exec-managerial, Husband, White, Male, 0, 0, 50, Mexico, <=50K
71, Local-gov, 109584, HS-grad, 9, Married-civ-spouse, ?, Wife, Black, Male, 2174, 0, 30, United-States, <=50K
59, Local-gov, 258780, Bachelors, 13, Married-civ-spouse, Tech-support, Own-child, White, Male, 0, 0, 43, United-States, <=50K
45, ?, 108233, 11th, 7, Married-civ-spouse, Tech-support, Husband, White, Female, 0, 0, 33, Mexico, <=50K
70, Private, 192020, Masters, 14, Divorced, Craft-repair, Own-child, Asian-Pac-Islander, Male, 0, 0, 57, ?, <=50K
63, Private, 168472, 11th, 7, Never-married, Exec-managerial, Not-in-family, Black, Female, 5013, 1902, 22, Mexico, <=50K
35, Private, 186313, Masters, 14, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Male, 5013, 0, 33, ?, >50K
78, ?, 100939, HS-grad, 9, Never-married, Exec-managerial, Wife, White, Male, 2174, 0, 9, ?, <=50K
49, Self-emp-not-inc, 254566, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 0, 15, United-States, <=50K
77, Local-gov, 76271, Masters, 14, Divorced, Exec-managerial, Husband, Black, Male, 5013, 0, 57, United-States, <=50K
35, Private, 183606, Masters, 14, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female, 0, 1902, 69, Mexico, <=50K
36, ?, 84939, 11th, 7, Divorced, ?, Own-child, Asian-Pac-Islander, Female, 2174, 1902, 36, ?, <=50K
62, Self-emp-not-inc, 239517, Masters, 14, Divorced, Tech-support, Not-in-family, Black, Female, 2174, 1902, 7, ?, <=50K
55, Private, 214849, HS-grad, 9, Divorced, Craft-repair, Own-child, Black, Female, 2174, 0, 50, ?, <=50K
64, Local-gov, 61095, 11th, 7, Divorced, Tech-support, Wife, Black, Female, 0, 0, 18, United-States, <=50K
70, Private, 219381, Bachelors, 13, Divorced, Craft-repair, Own-child, Asian-Pac-Islander, Female, 0, 0, 24, Mexico, <=50K
37, ?, 260392, Bachelors, 13, Never-married, Craft-repair, Own-child, White, Female, 5013, 0, 10, Mexico, <=50K
73, Self-emp-not-inc, 228631, 11th, 7, Divorced, Craft-repair, Not-in-family, White, Female, 0, 0, 49, Mexico, <=50K
31, Private, 188108, HS-grad, 9, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male, 0, 0, 48, Mexico, >50K
55, ?, 215976, Masters, 14, Divorced, Craft-repair, Own-child, Asian-Pac-Islander, Female, 0, 1902, 57, United-States, <=50K
74, Self-emp-not-inc, 31480, Masters, 14, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 1902, 33, Mexico, >50K
72, Local-gov, 266794, HS-grad, 9, Divorced, ?, Not-in-family, White, Female, 0, 0, 32, United-States, <=50K
47, ?, 168860, HS-grad, 9, Divorced, Craft-repair, Husband, Black, Male, 0, 0, 35, ?, <=50K
76, Local-gov, 125449, HS-grad, 9, Never-married, Tech-support, Wife, Asian-Pac-Islander, Female, 0, 1902, 46, United-States, >50K
59, Local-gov, 145503, Bachelors, 13, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male, 0, 0, 65, United-States, >50K
50, Local-gov, 152033, Bachelors, 13, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female, 2174, 0, 28, United-States, <=50K
43, Private, 201578, HS-grad, 9, Married-civ-spouse, Tech-support, Wife, White, Male, 0, 1902, 5, United-States, <=50K
28, ?, 43262, HS-grad, 9, Married-civ-spouse, Tech-support, Wife, White, Female, 5013, 0, 19, ?, <=50K
64, ?, 145925, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 55, ?, <=50K
25, ?, 258552, 11th, 7, Married-civ-spouse, Tech-support, Wife, Black, Female, 0, 1902, 37, United-States, <=50K
53, Self-emp-not-inc, 37111, HS-grad, 9, Never-married, ?, Not-in-family, Black, Male, 5013, 0, 40, Mexico, >50K
27, Self-emp-not-inc, 99912, Masters, 14, Married-civ-spouse, ?, Wife, Asian-Pac-Islander, Male, 0, 0, 32, ?, <=50K
36, Self-emp-not-inc, 99656, 11th, 7, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female, 0, 0, 50, United-States, <=50K
42, Private, 178434, Masters, 14, Never-married, Tech-support, Husband, White, Female, 0, 0, 58, ?, >50K
37, ?, 158703, Bachelors, 13, Married-civ-spouse, Tech-support, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 64, United-States, <=50K
37, ?, 70673, HS-grad, 9, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male, 0, 1902, 18, Mexico, <=50K
66, Self-emp-not-inc, 79010, Bachelors, 13, Married-civ-spouse, ?, Wife, White, Female, 5013, 0, 63, United-States, <=50K
38, Local-gov, 28022, Bachelors, 13, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 19, Mexico, <=50K
74, Private, 61419, 11th, 7, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 33, ?, <=50K
63, Private, 209239, HS-grad, 9, Never-married, ?, Not-in-family, Black, Male, 5013, 0, 32, United-States, <=50K
60, Self-emp-not-inc, 136759, Masters, 14, Never-married, Craft-repair, Not-in-family, White, Female, 0, 1902, 18, ?, >50K
42, Local-gov, 43953, 11th, 7, Never-married, Craft-repair, Not-in-family, Black, Female, 0, 1902, 46, Mexico, <=50K
42, Self-emp-not-inc, 207143, 11th, 7, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 62, Mexico, <=50K
63, ?, 249103, HS-grad, 9, Married-civ-spouse, Tech-support, Wife, Black, Female, 5013, 0, 37, Mexico, <=50K
36, Local-gov, 137125, 11th, 7, Never-married, Exec-managerial, Not-in-family, Black, Male, 0, 1902, 18, ?, <=50K
75, ?, 163388, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male, 5013, 1902, 19, Mexico, <=50K
22, Local-gov, 190867, Masters, 14, Never-married, Exec-managerial, Not-in-family, Black, Female, 2174, 0, 55, Mexico, <=50K
72, Private, 257404, HS-grad, 9, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female, 5013, 1902, 45, ?, <=50K
40, Local-gov, 227415, Bachelors, 13, Divorced, Exec-managerial, Husband, Black, Male, 2174, 0, 51, ?, <=50K
38, Private, 286404, 11th, 7, Divorced, ?, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 31, United-States, <=50K
63, Private, 213856, Bachelors, 13, Never-married, Craft-repair, Husband, Black, Female, 0, 0, 31, United-States, <=50K
63, Private, 95160, HS-grad, 9, Married-civ-spouse, ?, Wife, Asian-Pac-Islander, Male, 5013, 0, 29, Mexico, <=50K
64, Local-gov, 178884, HS-grad, 9, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female, 5013, 0, 14, United-States, <=50K
30, Private, 253147, 11th, 7, Divorced, Tech-support, Husband, White, Male, 0, 0, 31, United-States, <=50K
64, Local-gov, 209504, HS-grad, 9, Divorced, ?, Not-in-family, Black, Male, 0, 0, 63, Mexico, <=50K
30, Self-emp-not-inc, 64672, Masters, 14, Married-civ-spouse, ?, Wife, Black, Male, 0, 0, 32, ?, <=50K
17, Private, 221616, Masters, 14, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Male, 0, 1902, 67, ?, <=50K
59, Self-emp-not-inc, 266845, HS-grad, 9, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female, 2174, 1902, 50, United-States, <=50K
56, Private, 233939, Masters, 14, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 47, Mexico, >50K
69, Self-emp-not-inc, 150939, HS-grad, 9, Divorced, ?, Own-child, Asian-Pac-Islander, Male, 0, 0, 55, ?, >50K
66, Local-gov, 155677, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Female, 0, 0, 16, ?, <=50K
63, Local-gov, 29752, 11th, 7, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, 2174, 0, 53, Mexico, >50K
72, ?, 52876, HS-grad, 9, Never-married, Exec-managerial, Husband, White, Female, 5013, 0, 19, Mexico, <=50K
21, Private, 120163, 11th, 7, Divorced, Exec-managerial, Not-in-family, Black, Female, 0, 0, 50, Mexico, <=50K
56, ?, 137362, HS-grad, 9, Never-married, Craft-repair, Wife, White, Male, 0, 1902, 59, ?, <=50K
40, Self-emp-not-inc, 144091, HS-grad, 9, Divorced, Craft-repair, Wife, Black, Male, 0, 0, 30, ?, <=50K
60, ?, 135074, HS-grad, 9, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 38, Mexico, >50K
72, Local-gov, 198510, Masters, 14, Divorced, Exec-managerial, Wife, Black, Female, 0, 0, 28, ?, <=50K
59, Private, 92210, Bachelors, 13, Divorced, ?, Own-child, Black, Male, 5013, 1902, 51, United-States, <=50K
49, Local-gov, 144439, HS-grad, 9, Divorced, Exec-managerial, Own-child, Black, Male, 2174, 0, 17, United-States, <=50K
25, Private, 48472, Masters, 14, Never-married, Tech-support, Own-child, Black, Male, 0, 0, 31, Mexico, <=50K
30, ?, 265651, HS-grad, 9, Married-civ-spouse, ?, Own-child, Asian-Pac-Islander, Male, 5013, 0, 28, Mexico, <=50K
54, Local-gov, 229824, Bachelors, 13, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male, 0, 0, 46, ?, <=50K
48, Private, 103449, Masters, 14, Married-civ-spouse, Tech-support, Wife, Asian-Pac-Islander, Female, 0, 1902, 27, Mexico, >50K
30, Local-gov, 85391, HS-grad, 9, Never-married, ?, Wife, Asian-Pac-Islander, Female, 0, 0, 7, United-States, <=50K
77, Private, 297148, 11th, 7, Married-civ-spouse, ?, Own-child, White, Male, 0, 1902, 19, ?, <=50K
70, Private, 199343, 11th, 7, Divorced, Exec-managerial, Wife, Black, Female, 2174, 1902, 23, Mexico, <=50K
27, Local-gov, 134519, Bachelors, 13, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male, 0, 0, 52, United-States, >50K
22, Self-emp-not-inc, 207706, Bachelors, 13, Divorced, ?, Husband, Black, Female, 2174, 0, 59, Mexico, <=50K
37, Self-emp-not-inc, 233558, Masters, 14, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female, 0, 0, 27, Mexico, <=50K
46, Self-emp-not-inc, 249591, HS-grad, 9, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Male, 0, 0, 48, Mexico, >50K
34, ?, 67429, HS-grad, 9, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male, 0, 0, 41, United-States, >50K
33, Local-gov, 174240, 11th, 7, Married-civ-spouse, ?, Wife, Asian-Pac-Islander, Male, 2174, 0, 29, ?, >50K
64, Private, 29898, Masters, 14, Never-married, Craft-repair, Wife, Black, Male, 5013, 0, 33, Mexico, >50K
69, Private, 191733, Bachelors, 13, Divorced, Craft-repair, Wife, White, Male, 5013, 0, 26, ?, <=50K
19, Self-emp-not-inc, 218683, 11th, 7, Divorced, ?, Husband, Black, Female, 0, 1902, 35, Mexico, >50K
56, Private, 232245, 11th, 7, Married-civ-spouse, Exec-managerial, Own-child, Black, Male, 0, 0, 5, United-States, >50K
52, Private, 85912, Masters, 14, Never-married, ?, Own-child, Asian-Pac-Islander, Female, 0, 0, 23, United-States, >50K
46, Self-emp-not-inc, 267566, Bachelors, 13, Married-civ-spouse, Tech-support, Wife, White, Male, 0, 1902, 17, Mexico, <=50K
27, ?, 227922, Bachelors, 13, Never-married, Craft-repair, Husband, Black, Male, 2174, 1902, 52, United-States, >50K
44, Self-emp-not-inc, 94705, 11th, 7, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male, 5013, 0, 67, Mexico, >50K
42, Self-emp-not-inc, 209143, HS-grad, 9, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male, 0, 0, 12, Mexico, >50K
73, Private, 244000, Bachelors, 13, Divorced, Craft-repair, Wife, White, Female, 0, 0, 61, Mexico, <=50K
38, Local-gov, 215984, 11th, 7, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 58, Mexico, <=50K
78, Self-emp-not-inc, 27990, 11th, 7, Never-married, Exec-managerial, Husband, Black, Male, 5013, 0, 34, Mexico, <=50K
68, Local-gov, 157516, HS-grad, 9, Divorced, ?, Own-child, Black, Male, 0, 0, 6, Mexico, <=50K
42, Local-gov, 30844, Bachelors, 13, Divorced, Craft-repair, Wife, White, Female, 0, 0, 40, ?, <=50K
68, ?, 231922, HS-grad, 9, Never-married, Craft-repair, Husband, White, Male, 0, 0, 47, United-States, <=50K
49, ?, 83144, Bachelors, 13, Divorced, Exec-managerial, Own-child, Black, Male, 2174, 0, 47, ?, <=50K
48, Local-gov, 131057, HS-grad, 9, Divorced, ?, Wife, Asian-Pac-Islander, Female, 0, 1902, 16, United-States, <=50K
63, ?, 131119, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, Black, Female, 0, 0, 21, United-States, >50K
77, Private, 175345, Masters, 14, Divorced, Exec-managerial, Husband, White, Male, 0, 0, 30, United-States, >50K
71, Local-gov, 30269, HS-grad, 9, Divorced, ?, Husband, White, Female, 2174, 0, 52, ?, <=50K
55, ?, 74799, 11th, 7, Divorced, Craft-repair, Not-in-family, White, Female, 0, 0, 20, ?, <=50K
75, Private, 234217, Bachelors, 13, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Male, 5013, 0, 53, Mexico, >50K
75, ?, 40791, Bachelors, 13, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 5, United-States, >50K
65, Self-emp-not-inc, 111510, Masters, 14, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male, 0, 0, 69, Mexico, <=50K
18, Local-gov, 50318, Masters, 14, Divorced, Tech-support, Own-child, Black, Male, 5013, 0, 50, United-States, <=50K
78, Self-emp-not-inc, 210626, Masters, 14, Divorced, Tech-support, Husband, Black, Female, 5013, 1902, 40, ?, <=50K
64, Self-emp-not-inc, 35051, Masters, 14, Divorced, ?, Wife, Asian-Pac-Islander, Female, 5013, 0, 8, ?, <=50K
24, Self-emp-not-inc, 249523, HS-grad, 9, Divorced, Tech-support, Not-in-family, Black, Female, 0, 0, 68, Mexico, <=50K
76, ?, 258665, 11th, 7, Never-married, ?, Not-in-family, White, Male, 0, 0, 60, Mexico, <=50K
55, Local-gov, 232314, Masters, 14, Divorced, ?, Own-child, White, Male, 0, 1902, 9, United-States, <=50K
65, Private, 85537, Bachelors, 13, Never-married, ?, Wife, White, Female, 0, 0, 69, United-States, <=50K
41, Private, 43027, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Female, 5013, 0, 33, United-States, <=50K
65, Private, 117903, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 7, ?, <=50K
47, Private, 214719, HS-grad, 9, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male, 5013, 0, 27, United-States, <=50K
22, Local-gov, 292678, 11th, 7, Never-married, ?, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 46, United-States, <=50K
78, Self-emp-not-inc, 78450, 11th, 7, Divorced, Tech-support, Husband, Asian-Pac-Islander, Male, 5013, 0, 37, ?, >50K
41, ?, 129299, Bachelors, 13, Never-married, Tech-support, Not-in-family, Black, Male, 0, 1902, 67, United-States, <=50K
20, Private, 234094, Bachelors, 13, Divorced, ?, Own-child, Asian-Pac-Islander, Female, 0, 0, 8, United-States, <=50K
35, ?, 159009, Bachelors, 13, Never-married, ?, Own-child, White, Female, 2174, 0, 43, United-States, <=50K
69, Local-gov, 146596, Masters, 14, Divorced, ?, Wife, Asian-Pac-Islander, Female, 5013, 0, 35, ?, <=50K
63, Private, 121684, Masters, 14, Divorced, Craft-repair, Wife, White, Female, 0, 0, 56, ?, <=50K
36, Local-gov, 181331, Masters, 14, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, 0, 0, 26, ?, <=50K
72, Local-gov, 28115, 11th, 7, Divorced, Tech-support, Husband, White, Male, 0, 0, 7, ?, >50K
28, Private, 225915, Masters, 14, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male, 0, 0, 9, ?, <=50K
72, Private, 283917, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, Black, Male, 2174, 0, 63, United-States, <=50K
44, Private, 193380, 11th, 7, Divorced, ?, Not-in-family, Black, Female, 2174, 0, 63, United-States, <=50K
35, Private, 187707, 11th, 7, Never-married, Craft-repair, Husband, Black, Male, 0, 0, 55, ?, >50K
64, ?, 207603, HS-grad, 9, Married-civ-spouse, ?, Wife, White, Male, 0, 0, 45, United-States, >50K
19, Private, 154691, Bachelors, 13, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 38, ?, <=50K
52, Self-emp-not-inc, 128417, Masters, 14, Never-married, ?, Own-child, White, Female, 0, 1902, 67, ?, <=50K
20, Private, 114068, Masters, 14, Divorced, Tech-support, Wife, Asian-Pac-Islander, Female, 5013, 0, 52, Mexico, <=50K
22, Private, 179871, 11th, 7, Married-civ-spouse, Tech-support, Not-in-family, Black, Male, 2174, 1902, 62, Mexico, <=50K
44, Self-emp-not-inc, 117810, Bachelors, 13, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Female, 0, 0, 60, Mexico, <=50K
64, Private, 232780, Masters, 14, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 10, Mexico, >50K
57, Local-gov, 107977, Bachelors, 13, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Female, 0, 0, 60, United-States, <=50K
70, Self-emp-not-inc, 29376, Bachelors, 13, Never-married, Exec-managerial, Own-child, Black, Male, 0, 0, 56, Mexico, >50K
39, ?, 216816, Masters, 14, Divorced, Exec-managerial, Wife, White, Male, 0, 0, 50, United-States, <=50K
74, Private, 233099, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 1902, 9, United-States, >50K
17, ?, 234439, Masters, 14, Divorced, ?, Wife, Asian-Pac-Islander, Female, 5013, 0, 66, Mexico, <=50K
18, Local-gov, 173000, 11th, 7, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 1902, 15, Mexico, <=50K
38, ?, 253602, Bachelors, 13, Divorced, ?, Not-in-family, White, Male, 0, 1902, 48, United-States, <=50K
49, ?, 297344, Masters, 14, Never-married, Exec-managerial, Not-in-family, Black, Female, 0, 0, 42, Mexico, <=50K
58, Private, 128115, Bachelors, 13, Never-married, Craft-repair, Husband, Black, Male, 0, 0, 43, Mexico, <=50K
35, Self-emp-not-inc, 105879, 11th, 7, Divorced, Craft-repair, Wife, White, Male, 0, 0, 12, ?, <=50K
74, Private, 199195, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 70, United-States, >50K
53, Private, 91008, Masters, 14, Divorced, Exec-managerial, Husband, White, Male, 0, 1902, 36, United-States, >50K
62, Private, 225613, Masters, 14, Divorced, Tech-support, Own-child, White, Female, 2174, 0, 48, United-States, <=50K
66, Private, 115056, HS-grad, 9, Married-civ-spouse, Tech-support, Wife, Asian-Pac-Islander, Male, 0, 0, 26, United-States, <=50K
33, ?, 239832, Masters, 14, Never-married, Craft-repair, Husband, White, Male, 5013, 0, 11, United-States, <=50K
59, Local-gov, 295540, Bachelors, 13, Never-married, Craft-repair, Husband, Black, Male, 0, 1902, 29, Mexico, <=50K
50, Self-emp-not-inc, 174704, Bachelors, 13, Divorced, ?, Husband, White, Male, 0, 0, 38, ?, >50K
54, Self-emp-not-inc, 279801, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 14, United-States, >50K
70, ?, 262700, Bachelors, 13, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Female, 0, 0, 30, United-States, >50K
